Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (Â°C),Maximum Temperature (Â°C),Minimum Temperature (Â°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Nicoll Highway,2021.0,4.0,6.0,,,,,,,,,
Nicoll Highway,2021.0,4.0,7.0,,,,,,,,,
Nicoll Highway,2021.0,4.0,8.0,0.0,,,,,,,,
Nicoll Highway,2021.0,4.0,9.0,65.2,49.2,64.4,65.0,,,,,
Nicoll Highway,2021.0,4.0,10.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,4.0,11.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,4.0,12.0,7.4,3.8,6.8,7.0,,,,,
Nicoll Highway,2021.0,4.0,13.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,4.0,14.0,20.6,19.8,20.2,20.6,,,,,
Nicoll Highway,2021.0,4.0,15.0,22.6,13.6,14.8,19.0,,,,,
Nicoll Highway,2021.0,4.0,16.0,,,,,,,,,
Nicoll Highway,2021.0,4.0,17.0,93.8,27.2,40.8,47.0,,,,,
Nicoll Highway,2021.0,4.0,18.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,4.0,19.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,4.0,20.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,4.0,21.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,4.0,22.0,0.8,0.4,0.4,0.4,,,,,
Nicoll Highway,2021.0,4.0,23.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2021.0,4.0,24.0,24.2,8.6,12.6,18.4,,,,,
Nicoll Highway,2021.0,4.0,25.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,4.0,26.0,24.8,17.8,24.6,24.8,,,,,
Nicoll Highway,2021.0,4.0,27.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2021.0,4.0,28.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,4.0,29.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,4.0,30.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2021.0,5.0,1.0,5.2,2.6,2.8,2.8,,,,,
Nicoll Highway,2021.0,5.0,2.0,0.2,0.2,0.2,1.2,,,,,
Nicoll Highway,2021.0,5.0,3.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,4.0,2.4,2.4,2.4,2.4,,,,,
Nicoll Highway,2021.0,5.0,5.0,4.8,4.8,4.8,4.8,,,,,
Nicoll Highway,2021.0,5.0,6.0,3.8,1.4,2.4,3.6,,,,,
Nicoll Highway,2021.0,5.0,7.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2021.0,5.0,8.0,11.4,6.6,7.0,10.8,,,,,
Nicoll Highway,2021.0,5.0,9.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,10.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,11.0,1.8,1.8,1.8,1.8,,,,,
Nicoll Highway,2021.0,5.0,12.0,0.6,0.4,0.4,0.4,,,,,
Nicoll Highway,2021.0,5.0,13.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,14.0,16.0,6.8,12.6,13.0,,,,,
Nicoll Highway,2021.0,5.0,15.0,66.0,35.2,53.8,65.0,,,,,
Nicoll Highway,2021.0,5.0,16.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,17.0,4.0,3.4,3.4,3.8,,,,,
Nicoll Highway,2021.0,5.0,18.0,44.0,15.8,19.6,24.6,,,,,
Nicoll Highway,2021.0,5.0,19.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2021.0,5.0,20.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,21.0,47.4,31.0,36.0,46.4,,,,,
Nicoll Highway,2021.0,5.0,22.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,23.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,24.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,25.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,26.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,27.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,28.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,29.0,2.4,0.8,1.2,1.4,,,,,
Nicoll Highway,2021.0,5.0,30.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,5.0,31.0,16.4,14.2,16.4,16.4,,,,,
Nicoll Highway,2021.0,6.0,1.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,6.0,2.0,3.6,3.0,3.6,3.6,,,,,
Nicoll Highway,2021.0,6.0,3.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2021.0,6.0,4.0,6.8,4.0,4.0,4.0,,,,,
Nicoll Highway,2021.0,6.0,5.0,1.6,1.2,1.6,1.6,,,,,
Nicoll Highway,2021.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,6.0,7.0,11.0,10.8,10.8,11.0,,,,,
Nicoll Highway,2021.0,6.0,8.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,6.0,9.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,6.0,10.0,11.0,6.6,7.0,10.6,,,,,
Nicoll Highway,2021.0,6.0,11.0,0.0,0.0,0.0,0.4,,,,,
Nicoll Highway,2021.0,6.0,12.0,3.4,3.2,3.2,3.4,,,,,
Nicoll Highway,2021.0,6.0,13.0,18.4,15.6,17.4,18.2,,,,,
Nicoll Highway,2021.0,6.0,14.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,6.0,15.0,6.2,5.8,6.2,6.2,,,,,
Nicoll Highway,2021.0,6.0,16.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,6.0,17.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,6.0,18.0,17.8,6.8,9.6,13.6,,,,,
Nicoll Highway,2021.0,6.0,19.0,0.6,0.4,0.6,0.6,,,,,
Nicoll Highway,2021.0,6.0,20.0,21.8,17.2,19.2,21.2,,,,,
Nicoll Highway,2021.0,6.0,21.0,0.2,0.2,0.2,0.6,,,,,
Nicoll Highway,2021.0,6.0,22.0,2.8,2.6,2.6,2.6,,,,,
Nicoll Highway,2021.0,6.0,23.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,6.0,24.0,1.6,0.8,1.0,1.6,,,,,
Nicoll Highway,2021.0,6.0,25.0,1.0,0.8,0.8,0.8,,,,,
Nicoll Highway,2021.0,6.0,26.0,12.4,9.8,12.2,12.2,,,,,
Nicoll Highway,2021.0,6.0,27.0,1.2,0.6,0.8,0.8,,,,,
Nicoll Highway,2021.0,6.0,28.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,6.0,29.0,17.4,7.6,9.8,9.8,,,,,
Nicoll Highway,2021.0,6.0,30.0,0.4,0.2,0.8,4.2,,,,,
Nicoll Highway,2021.0,7.0,1.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,2.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,3.0,2.6,2.0,2.6,2.6,,,,,
Nicoll Highway,2021.0,7.0,4.0,50.6,35.0,41.0,48.8,,,,,
Nicoll Highway,2021.0,7.0,5.0,1.8,1.2,1.2,1.8,,,,,
Nicoll Highway,2021.0,7.0,6.0,0.4,0.2,0.4,0.4,,,,,
Nicoll Highway,2021.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,8.0,2.4,2.4,2.4,2.4,,,,,
Nicoll Highway,2021.0,7.0,9.0,25.6,13.8,15.0,25.2,,,,,
Nicoll Highway,2021.0,7.0,10.0,8.0,2.6,4.0,9.8,,,,,
Nicoll Highway,2021.0,7.0,11.0,35.0,24.6,29.8,33.0,,,,,
Nicoll Highway,2021.0,7.0,12.0,60.0,16.6,29.0,45.4,,,,,
Nicoll Highway,2021.0,7.0,13.0,13.2,2.0,2.4,4.0,,,,,
Nicoll Highway,2021.0,7.0,14.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2021.0,7.0,15.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,16.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,17.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,18.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,19.0,4.0,3.4,3.8,3.8,,,,,
Nicoll Highway,2021.0,7.0,20.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,21.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,22.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,23.0,2.4,1.4,1.8,1.8,,,,,
Nicoll Highway,2021.0,7.0,24.0,0.0,0.0,0.2,0.6,,,,,
Nicoll Highway,2021.0,7.0,25.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,26.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,27.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,28.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,29.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,30.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,7.0,31.0,1.6,0.8,1.6,1.6,,,,,
Nicoll Highway,2021.0,8.0,1.0,47.8,32.2,46.0,47.8,,,,,
Nicoll Highway,2021.0,8.0,2.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,8.0,3.0,7.0,6.4,6.8,7.0,,,,,
Nicoll Highway,2021.0,8.0,4.0,8.0,7.8,8.0,8.0,,,,,
Nicoll Highway,2021.0,8.0,5.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,8.0,6.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,8.0,7.0,13.8,13.0,13.8,13.8,,,,,
Nicoll Highway,2021.0,8.0,8.0,1.6,1.6,1.6,1.6,,,,,
Nicoll Highway,2021.0,8.0,9.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,8.0,11.0,5.0,3.4,3.8,3.8,,,,,
Nicoll Highway,2021.0,8.0,12.0,26.0,23.0,23.8,23.8,,,,,
Nicoll Highway,2021.0,8.0,13.0,1.6,0.8,1.0,1.0,,,,,
Nicoll Highway,2021.0,8.0,14.0,3.2,3.2,3.2,3.2,,,,,
Nicoll Highway,2021.0,8.0,15.0,17.0,8.6,10.2,13.4,,,,,
Nicoll Highway,2021.0,8.0,16.0,0.8,1.2,3.2,7.0,,,,,
Nicoll Highway,2021.0,8.0,17.0,38.4,10.4,17.2,19.6,,,,,
Nicoll Highway,2021.0,8.0,18.0,8.2,5.8,6.4,6.4,,,,,
Nicoll Highway,2021.0,8.0,19.0,68.2,36.4,38.2,39.0,,,,,
Nicoll Highway,2021.0,8.0,20.0,24.0,9.4,10.8,15.4,,,,,
Nicoll Highway,2021.0,8.0,21.0,0.0,0.0,0.0,0.2,,,,,
Nicoll Highway,2021.0,8.0,22.0,53.0,38.8,47.8,50.2,,,,,
Nicoll Highway,2021.0,8.0,23.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,8.0,24.0,28.6,11.4,12.2,15.6,,,,,
Nicoll Highway,2021.0,8.0,25.0,9.8,7.4,7.6,9.6,,,,,
Nicoll Highway,2021.0,8.0,26.0,2.4,0.8,1.2,1.6,,,,,
Nicoll Highway,2021.0,8.0,27.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,8.0,28.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,8.0,29.0,24.8,17.2,18.0,18.0,,,,,
Nicoll Highway,2021.0,8.0,30.0,73.8,12.0,22.2,39.4,,,,,
Nicoll Highway,2021.0,8.0,31.0,22.2,14.8,17.8,20.0,,,,,
Nicoll Highway,2021.0,9.0,1.0,21.6,14.8,20.8,21.2,,,,,
Nicoll Highway,2021.0,9.0,2.0,69.0,47.6,58.4,62.0,,,,,
Nicoll Highway,2021.0,9.0,3.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,9.0,4.0,10.0,9.6,10.0,10.0,,,,,
Nicoll Highway,2021.0,9.0,5.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,9.0,6.0,1.6,1.6,1.6,1.6,,,,,
Nicoll Highway,2021.0,9.0,7.0,0.4,0.2,0.4,0.4,,,,,
Nicoll Highway,2021.0,9.0,8.0,4.6,2.0,2.8,4.4,,,,,
Nicoll Highway,2021.0,9.0,9.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,9.0,10.0,25.8,17.8,25.2,25.6,,,,,
Nicoll Highway,2021.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,9.0,13.0,2.2,0.8,1.0,1.2,,,,,
Nicoll Highway,2021.0,9.0,14.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,9.0,15.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,9.0,16.0,2.6,2.4,2.6,2.6,,,,,
Nicoll Highway,2021.0,9.0,17.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,9.0,18.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,9.0,19.0,5.0,4.4,4.4,4.6,,,,,
Nicoll Highway,2021.0,9.0,20.0,3.2,3.2,3.2,3.2,,,,,
Nicoll Highway,2021.0,9.0,21.0,0.4,0.4,0.4,0.4,,,,,
Nicoll Highway,2021.0,9.0,22.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,9.0,23.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2021.0,9.0,24.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,9.0,25.0,4.2,3.6,3.6,4.2,,,,,
Nicoll Highway,2021.0,9.0,26.0,13.6,5.8,5.8,5.8,,,,,
Nicoll Highway,2021.0,9.0,27.0,37.0,28.2,33.4,34.2,,,,,
Nicoll Highway,2021.0,9.0,28.0,6.0,5.0,6.0,6.0,,,,,
Nicoll Highway,2021.0,9.0,29.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2021.0,9.0,30.0,20.0,6.6,7.8,10.6,,,,,
Nicoll Highway,2021.0,10.0,1.0,33.6,16.6,19.0,23.4,,,,,
Nicoll Highway,2021.0,10.0,2.0,3.6,2.0,3.4,3.6,,,,,
Nicoll Highway,2021.0,10.0,3.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,4.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,5.0,4.4,4.2,4.2,4.2,,,,,
Nicoll Highway,2021.0,10.0,6.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,8.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,10.0,7.4,5.2,5.6,6.0,,,,,
Nicoll Highway,2021.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,13.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,14.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,15.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,16.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,17.0,0.8,0.4,0.4,0.8,,,,,
Nicoll Highway,2021.0,10.0,18.0,17.2,15.4,16.6,16.6,,,,,
Nicoll Highway,2021.0,10.0,19.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,20.0,20.4,9.6,11.0,14.0,,,,,
Nicoll Highway,2021.0,10.0,21.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,22.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,23.0,4.8,4.6,4.8,4.8,,,,,
Nicoll Highway,2021.0,10.0,24.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,25.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,26.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,27.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2021.0,10.0,28.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,29.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,10.0,30.0,0.2,0.2,0.2,0.2,,,,,
Nicoll Highway,2021.0,10.0,31.0,21.4,8.6,9.6,13.6,,,,,
Nicoll Highway,2021.0,11.0,1.0,43.0,36.8,40.8,42.0,,,,,
Nicoll Highway,2021.0,11.0,2.0,15.6,7.2,10.2,13.6,,,,,
Nicoll Highway,2021.0,11.0,3.0,1.4,0.6,0.6,0.6,,,,,
Nicoll Highway,2021.0,11.0,4.0,2.8,2.4,2.4,2.6,,,,,
Nicoll Highway,2021.0,11.0,5.0,2.0,0.6,1.0,1.4,,,,,
Nicoll Highway,2021.0,11.0,6.0,7.6,5.4,7.6,7.6,,,,,
Nicoll Highway,2021.0,11.0,7.0,7.4,5.4,6.0,6.4,,,,,
Nicoll Highway,2021.0,11.0,8.0,1.8,1.0,1.4,1.8,,,,,
Nicoll Highway,2021.0,11.0,9.0,53.2,42.6,48.2,49.6,,,,,
Nicoll Highway,2021.0,11.0,10.0,72.2,63.4,67.0,68.6,,,,,
Nicoll Highway,2021.0,11.0,11.0,0.6,0.2,0.2,0.4,,,,,
Nicoll Highway,2021.0,11.0,12.0,10.8,9.6,10.4,10.6,,,,,
Nicoll Highway,2021.0,11.0,13.0,9.4,6.4,7.6,8.2,,,,,
Nicoll Highway,2021.0,11.0,14.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,11.0,15.0,4.6,4.2,4.2,4.2,,,,,
Nicoll Highway,2021.0,11.0,16.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,11.0,17.0,11.2,9.8,11.0,11.2,,,,,
Nicoll Highway,2021.0,11.0,18.0,53.8,18.8,24.0,32.2,,,,,
Nicoll Highway,2021.0,11.0,19.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,11.0,20.0,15.4,13.2,13.8,15.2,,,,,
Nicoll Highway,2021.0,11.0,21.0,0.8,0.6,0.6,0.8,,,,,
Nicoll Highway,2021.0,11.0,22.0,5.6,4.8,5.4,5.6,,,,,
Nicoll Highway,2021.0,11.0,23.0,71.2,50.8,70.4,71.2,,,,,
Nicoll Highway,2021.0,11.0,24.0,10.4,4.2,6.0,7.6,,,,,
Nicoll Highway,2021.0,11.0,25.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,11.0,26.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,11.0,27.0,15.8,15.2,15.8,15.8,,,,,
Nicoll Highway,2021.0,11.0,28.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,11.0,29.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,11.0,30.0,0.4,0.4,0.4,0.4,,,,,
Nicoll Highway,2021.0,12.0,1.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,2.0,7.2,4.8,5.2,6.2,,,,,
Nicoll Highway,2021.0,12.0,3.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,4.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,5.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,6.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,7.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,8.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,9.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,10.0,31.2,8.8,11.6,18.8,,,,,
Nicoll Highway,2021.0,12.0,11.0,7.6,3.2,4.0,4.4,,,,,
Nicoll Highway,2021.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,13.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,14.0,2.6,2.6,2.6,2.6,,,,,
Nicoll Highway,2021.0,12.0,15.0,2.4,2.2,2.2,2.2,,,,,
Nicoll Highway,2021.0,12.0,16.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,17.0,21.6,6.6,6.6,7.6,,,,,
Nicoll Highway,2021.0,12.0,18.0,7.8,5.0,7.0,7.8,,,,,
Nicoll Highway,2021.0,12.0,19.0,13.4,6.6,8.4,10.6,,,,,
Nicoll Highway,2021.0,12.0,20.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,21.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,22.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,23.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,24.0,1.0,1.0,1.0,1.0,,,,,
Nicoll Highway,2021.0,12.0,25.0,5.4,3.0,3.4,4.4,,,,,
Nicoll Highway,2021.0,12.0,26.0,0.8,0.8,0.8,0.8,,,,,
Nicoll Highway,2021.0,12.0,27.0,2.2,1.8,2.2,2.2,,,,,
Nicoll Highway,2021.0,12.0,28.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2021.0,12.0,29.0,12.0,11.6,11.6,12.0,,,,,
Nicoll Highway,2021.0,12.0,30.0,1.4,0.8,1.2,1.4,,,,,
Nicoll Highway,2021.0,12.0,31.0,51.8,18.8,22.8,23.6,,,,,
Nicoll Highway,2022.0,1.0,1.0,29.2,23.2,24.2,24.4,,,,,
Nicoll Highway,2022.0,1.0,2.0,,,,,,,,,
Nicoll Highway,2022.0,1.0,3.0,,,,,,,,,
Nicoll Highway,2022.0,1.0,4.0,,,,,,,,,
Nicoll Highway,2022.0,1.0,5.0,2.0,1.6,2.0,2.0,,,,,
Nicoll Highway,2022.0,1.0,6.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,7.0,25.8,13.8,17.8,25.4,,,,,
Nicoll Highway,2022.0,1.0,8.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,9.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,10.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,11.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,13.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,14.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,15.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,16.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,17.0,3.6,3.0,3.2,3.4,,,,,
Nicoll Highway,2022.0,1.0,18.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,19.0,3.0,3.0,3.0,3.0,,,,,
Nicoll Highway,2022.0,1.0,20.0,10.0,5.0,5.5,5.5,,,,,
Nicoll Highway,2022.0,1.0,21.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,22.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,23.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,24.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,25.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,26.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,27.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,28.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,29.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,1.0,30.0,23.6,20.4,22.2,23.0,,,,,
Nicoll Highway,2022.0,1.0,31.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,3.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,4.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,5.0,4.5,4.0,4.0,4.0,,,,,
Nicoll Highway,2022.0,2.0,6.0,,,,,,,,,
Nicoll Highway,2022.0,2.0,7.0,1.0,1.0,1.0,1.0,,,,,
Nicoll Highway,2022.0,2.0,8.0,,,,,,,,,
Nicoll Highway,2022.0,2.0,9.0,20.4,11.8,15.4,17.0,,,,,
Nicoll Highway,2022.0,2.0,10.0,17.4,2.4,4.8,6.2,,,,,
Nicoll Highway,2022.0,2.0,11.0,24.6,12.2,12.6,18.2,,,,,
Nicoll Highway,2022.0,2.0,12.0,8.4,5.6,6.2,8.2,,,,,
Nicoll Highway,2022.0,2.0,13.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,14.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,15.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,16.0,19.8,10.6,19.0,19.8,,,,,
Nicoll Highway,2022.0,2.0,17.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,18.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,19.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,20.0,11.8,6.4,6.4,8.4,,,,,
Nicoll Highway,2022.0,2.0,21.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,22.0,0.0,0.0,0.0,0.0,,,,,
Nicoll Highway,2022.0,2.0,23.0,4.0,4.0,4.0,4.0,,,,,
